ч╕????шбМцен??хкТф????╜хо│щбЮх?,?╝ч??ец?,цн???,,,
щлШщ?х╕??Лш╝╕?КхАЙхД▓це?х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/1/3,1,0,,
?▓ц?ч╕?шг╜щАацен,?Фчгих║?швлхд╛?Бшвл??2017/1/3,1,0,,
?░х?х╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/1/6,1,0,,
х▒ПцЭ▒ч╕?шг╜щАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/1/8,1,0,
?░ф╕нх╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/1/8,1,0,,
?Чц?ч╕?шг╜щАацен,?Жщ?цй??йщ??Тх??Бх┤йхб?2017/1/10,1,0,,
?░чл╣ч╕?шг╜щАацен,?╢ф?(ц╢▓х??Зщ?х╣│хП░),швлхд╛?Бшвл??2017/1/10,1,0,
?░х?х╕?шг╜щАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/1/12,1,0,
?░х?х╕?шг╜щАацен,?Уч?ц╢▓щ?,?лчБ╜,2017/1/13,1,4
?░х?х╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/1/16,1,0,,
?░ф╕нх╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/1/17,1,0,,
?Чц?ч╕??ЯщАацен,?Ях╗║???йщ??Тх??Бх┤йхб?2017/1/17,1,0,,
?░х?х╕?ф╕Нх??вцен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/1/20,1,0,,
цбГх?х╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/1/20,1,0,
щлШщ?х╕??мхЕ▒шбМцФ┐?Кх??▓я?х╝╖хИ╢?зчд╛?Гх????╢ф?,хвЬшР╜?Бц╗╛??2017/1/22,1,0,,
?░цЭ▒ч╕??мхЕ▒шбМцФ┐?Кх??▓я?х╝╖хИ╢?зчд╛?Гх????╜х╖е???йщ??Тх??Бх┤йхб?2017/1/24,1,0,,,
?░х?х╕??Лш╝╕?КхАЙхД▓це??╢ф?,швлц?,2017/1/25,1,0,
х╜░х?ч╕?ш│Зш??КщАЪш??│цТнце??╢ф?,?╢ф?,2017/1/28,1,0,
?░х?х╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/2/2,1,0,,
?░х?х╕??ЯщАацен,?╢ф?,хвЬшР╜?Бц╗╛??2017/2/5,1,0,
х▒ПцЭ▒ч╕?ф╕Нх??вцен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/2/6,1,0,,
?░х?х╕?шг╜щАацен,?╢ф?,швлхд╛?Бшвл??2017/2/8,1,0,
х╜░х?ч╕??иц░┤ф╛Ыц??Кц??УцХ┤ц▓╗цен,?Жщ?цй?швлц?,2017/2/8,1,0,
?░х?х╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/2/10,1,0,
?░чл╣ч╕?шг╜щАацен,?╢ф?,швлхд╛?Бшвл??2017/2/14,1,0,
?░х?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/2/15,1,0,
ф╕нч?,?ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/2/18,1,0,
?░чл╣ч╕?шг╜щАацен,?Зщ?цйЯуАБц??Зц?,хвЬшР╜?Бц╗╛??2017/2/24,1,0,
х╜░х?ч╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/2/24,1,0,
х╜░х?ч╕??ЯщАацен,?Ях╗║???йщ??Тх??Бх┤йхб?2017/2/25,1,0,,
щлШщ?х╕??╢ф??Нх?це?х╖еф??║уАБш???хвЬшР╜?Бц╗╛??2017/2/25,1,0,,,
?░х?х╕??ЯщАацен,?Ях╗║??хвЬшР╜?Бц╗╛??2017/2/27,1,0,,
?░ф╕нх╕??пцП┤?Нх?це?х╛ЕцЯе,х╛ЕцЯе,2017/2/27,1,0,
?░ф╕нх╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/2/28,1,0,,
?░х?х╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/3/1,1,0,
?░ф╕нх╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/3/2,1,0,
?░х?х╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/3/2,1,0,,
?▒шУоч╕?шг╜щАацен,?╢ф??Хх?цйЯцв░,швлхд╛?Бшвл??2017/3/3,1,0,
?Чц?ч╕??иц░┤ф╛Ыц??Кц??УцХ┤ц▓╗цен,ц▒Щц░┤,ц║║ц?,2017/3/4,1,0
цбГх?х╕?шг╜щАацен,?▓х?цй?швлхд╛?Бшвл??2017/3/6,1,0,,
?▓ц?ч╕?шг╜щАацен,?пч??зц░гщл??ЖчВ╕,2017/3/6,0,4,
?░ф╕нх╕?шг╜щАацен,ц▓╣х?цйЯц?ф╗??йщ?щгЫшР╜,2017/3/9,1,0,
?░х?х╕??ЯщАацен,?Уц?цй??йщ?щгЫшР╜,2017/3/11,1,0,
?░х?х╕??ЯщАацен,?╢ф?,швлц?,2017/3/12,1,0
хоЬшШнч╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/3/14,1,0,,
щлШщ?х╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/3/15,1,0,
хоЬшШнч╕?шг╜щАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/3/16,1,0,
щлШщ?х╕??ЯщАацен,?пч??зц░гщл??лчБ╜,2017/3/17,1,3,
х▒ПцЭ▒ч╕??ЯщАацен,?Йхо│???▓шЛп?Бф??▓шЛпчн??Зц?хо│чЙйчнЙф??ешз╕,2017/3/17,0,3,
щлШщ?х╕??╗х??Кч?ц░???Йцен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/3/18,1,0,
цбГх?х╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/3/18,1,0,,
?░цЭ▒ч╕??мхЕ▒шбМцФ┐?Кх??▓я?х╝╖хИ╢?зчд╛?Гх????╢ф?(?КхЭб),хвЬшР╜?Бц╗╛??2017/3/19,1,0,,
?░х?х╕??ЯщАацен,?Ях╗║???йщ??Тх??Бх┤йхб?2017/3/20,1,0,,
?░х?х╕??ЯщАацен,ш╡╖щ?цй??йщ?щгЫшР╜,2017/3/21,1,0,
щлШщ?х╕??ЯщАацен,?╢ф?(?Цх?цй?,хвЬшР╜?Бц╗╛??2017/3/22,1,0,
щлШщ?х╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/3/23,1,0,,
?░х?х╕?шг╜щАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/3/23,1,0,
?░чл╣ч╕??ЯщАацен,х╖еф??░уАБш???хвЬшР╜?Бц╗╛??2017/3/26,1,0,,
?║щ?х╕??ЯщАацен,?Ях╗║???йщ??Тх??Бх┤йхб?2017/3/27,2,1,,
?░х?х╕?шг╜щАацен,ц╗╛ш?цй?швлхд╛?Бшвл??2017/3/28,1,0,,
?░ф╕нх╕?шг╜щАацен,чз╗х?цв?хвЬшР╜?Бц╗╛??2017/3/28,1,0,,
ф╕нч?,?ЯщАацен,?Ях╗║???йщ??Тх??Бх┤йхб?2017/3/30,1,0,
?░х?х╕??╗х??Кч?ц░???Йцен,?╡х?,хвЬшР╜?Бц╗╛??2017/3/30,1,0,
цбГх?х╕?шг╜щАацен,х░ДхЗ║?Рх?цй?швлхд╛?Бшвл??2017/3/30,1,0,,
щлШщ?х╕??╗х??Кч?ц░???Йцен,ш╝╕щ?ч╖ЪщЫ╗ш╖??ЯщЫ╗,2017/4/2,1,0,
цбГх?х╕??Лш╝╕?КхАЙхД▓це??ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/4/4,1,0,,
цбГх?х╕??ЯщАацен,?Яч??Бх▓й???йщ??Тх??Бх┤йхб?2017/4/3,1,0,,
цбГх?х╕??╢ф??Нх?це??Кц??дхЕ╖,хвЬшР╜?Бц╗╛??2017/4/5,1,0,,
хоЬшШнч╕?шг╜щАацен,ц▓╣х?ц▓Цх?цй??йщ??┤ш?,2017/4/6,1,0,
?░х?х╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/4/10,1,0,,
хоЬшШнч╕??мхЕ▒шбМцФ┐?Кх??▓я?х╝╖хИ╢?зчд╛?Гх????╢ф?,хвЬшР╜?Бц╗╛??2017/4/10,1,0,,
?░ф╕нх╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/4/10,1,0,,
цбГх?х╕?шг╜щАацен,?ихЕ╖,?йщ??Тх??Бх┤йхб?2017/4/11,1,0,
?░х?х╕??ЯщАацен,?Ях╗║???йщ??Тх??Бх┤йхб?2017/4/12,1,0,,
щлШщ?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/4/13,1,0,
цбГх?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/4/13,1,0,
?░ф╕нх╕?х░Ицен?Бч?хн╕х??АшбУц??Щцен,х▒Лщ??Бх??╢уАБц?(?бх?ц╡кцЭ┐),хвЬшР╜?Бц╗╛??2017/4/14,1,0,
щлШщ?х╕?шг╜щАацен,?Уч?ц╢▓щ?,?лчБ╜,2017/4/15,2,0
?░х?х╕?ш╛▓уАБц??Бц??БчЙзце???швлц?,2017/4/15,1,0,,
?░ф╕нх╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/4/17,1,0,,
?Йч╛йч╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/4/18,1,0,,
цбГх?х╕??пцП┤?Нх?це??╢ф?хкТф????йщ??Тх??Бх┤йхб?2017/4/18,1,0,,,
х▒ПцЭ▒ч╕?шг╜щАацен,?Ъш╖п,хвЬшР╜?Бц╗╛??2017/4/20,1,0,
?░х?х╕??ЯщАацен,?Ях╗║???йщ?щгЫшР╜,2017/4/24,1,0,
щлШщ?х╕?шг╜щАацен,чблх?ц░??Зц?хо│чЙйчнЙф??ешз╕,2017/4/24,1,2,
?░чл╣ч╕?ш╛▓уАБц??Бц??БчЙзце?члЛцЬи,?йщ?щгЫшР╜,2017/4/25,1,0,
щлШщ?х╕??╢ф??Нх?це?ш╗Кш?,?йщ?щгЫшР╜,2017/4/25,1,0,
?░х?х╕?шг╜щАацен,?Жщ?цй?шбЭц?,2017/4/27,1,0,
?░х?х╕??╢ф??Нх?це??ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/4/28,1,0,,
?░ф╕нх╕??ЯщАацен,?пч??зц░гщл??лчБ╜,2017/4/29,0,3,
?▓ц?ч╕?шг╜щАацен,ц╡кцЭ┐,хвЬшР╜?Бц╗╛??2017/4/29,1,0,
?░х?х╕?шг╜щАацен,?Уч??зц╢▓щл??лчБ╜,2017/4/30,1,0,
цбГх?х╕??иц░┤ф╛Ыц??Кц??УцХ┤ц▓╗цен,?╢ф?хкТф???хвЬшР╜?Бц╗╛??2017/5/2,1,0,,
х╜░х?ч╕?шг╜щАацен,?Нч?цй?швлц?,2017/5/3,1,0,
?▒шУоч╕??мхЕ▒шбМцФ┐?Кх??▓я?х╝╖хИ╢?зчд╛?Гх???чз╗х?х╝Пш╡╖?Нц?,?йщ?щгЫшР╜,2017/5/5,1,0,
?▒шУоч╕?ш╛▓уАБц??Бц??БчЙзце??│х?цй?швлц?,2017/5/5,1,0,,
?░х?х╕??мхЕ▒шбМцФ┐?Кх??▓я?х╝╖хИ╢?зчд╛?Гх???ц▒╜ш??БхЕм?▒ц▒╜ш╗??мш╖пф║дщАЪф???2017/5/7,2,0,,,
цбГх?х╕?шг╜щАацен,?Зщ?цй?швлхд╛?Бшвл??2017/5/9,1,0,,
цбГх?х╕?шг╜щАацен,?║х?х╝Пш╡╖?Нц?,хвЬшР╜?Бц╗╛??2017/5/10,1,0,
?Йч╛йч╕??ЯщАацен,щлШф?ц║лчТ░хв??Зщ?ц║луАБф?ц║лф??ешз╕,2017/5/12,1,0,
?▒шУоч╕?шг╜щАацен,?╢ф??Рц?(?│ш?),хвЬшР╜?Бц╗╛??2017/5/13,2,0,
х╜░х?ч╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/5/15,1,0,
щлШщ?х╕??ЯщАацен,?╢ф?,?лчБ╜,2017/5/15,1,12
?▓ц?ч╕?шг╜щАацен,?╢ф?,?╢ф?,2017/5/19,0,4
?▒шУоч╕??ЯщАацен,?ЛхПг?их?,швлц?,2017/5/20,1,0
?░х?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/5/20,1,0,
?░ф╕нх╕??ЯщАацен,?Лх╖е??швлхИ║?БхЙ▓?БцУж??2017/5/23,1,0,,
щлШщ?х╕??╣чЩ╝?КщЫ╢?оцен,ш╗Кш?,?йщ??Тх??Бх┤йхб?2017/5/24,1,0,
?Чц?ч╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/5/24,1,0,,
щлШщ?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/5/27,1,0,
х╜░х?ч╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/5/29,1,0,,
цбГх?х╕?шг╜щАацен,?бх?ч╜?хвЬшР╜?Бц╗╛??2017/5/31,1,0,,
?░ф╕нх╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/6/5,1,0,
?░х?х╕?ш│Зш??КщАЪш??│цТнце??╢ф??╗хЩишинх?(?╖ц░гходх?цй?,?ЯщЫ╗,2017/6/5,1,0,
?░х?х╕?шг╜щАацен,ц╖╖х??Яш?,хвЬшР╜?Бц╗╛??2017/6/6,1,0,
?░х?х╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/6/6,1,0,,
?▒шУоч╕?ш╛▓уАБц??Бц??БчЙзце??бш?,швлц?,2017/6/7,1,0,
?Йч╛йч╕?шг╜щАацен,хбСш?шв??йщ??Тх??Бх┤йхб?2017/6/7,1,1,,
х▒ПцЭ▒ч╕??иц░┤ф╛Ыц??Кц??УцХ┤ц▓╗цен,?Ъш╖п,ш╖МхА?2017/6/7,1,0,
?░х?х╕?шг╜щАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/6/8,1,0,
щлШщ?х╕?ф╕Нх??вцен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/6/9,1,0,,
?░чл╣ч╕?ш╛▓уАБц??Бц??БчЙзце??Цх?цй?хвЬшР╜?Бц╗╛??2017/6/10,1,0,,,
щлШщ?х╕??ЯщАацен,?╗х╝з?ФцОе,?ЯщЫ╗,2017/6/12,1,0
щлШщ?х╕?шг╜щАацен,х╖еф???хвЬшР╜?Бц╗╛??2017/6/13,1,0,,
?Йч╛йч╕?ш╛▓уАБц??Бц??БчЙзце??Жщ?цй??╢ф?,2017/6/13,1,0,,
щлШщ?х╕?шг╜щАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/6/13,1,0,,
щлШщ?х╕??╢ф??Нх?це?ци╣ц?,хвЬшР╜?Бц╗╛??2017/6/14,1,0,,
щлШщ?х╕?шг╜щАацен,?╝ш?,?йщ??Тх??Бх┤йхб?2017/6/14,1,0,
?░х?х╕??╢ф??Нх?це?PVCчг??йщ?щгЫшР╜,2017/6/14,1,0,,
хоЬшШнч╕??ЯщАацен,ш╝╕щ??╗ч?ш╖??ЯщЫ╗,2017/6/16,1,0,
?▓ц?ч╕?х░Ицен?Бч?хн╕х??АшбУц??Щцен,чз╗х?цв?хвЬшР╜?Бц╗╛??2017/6/19,1,0,,
?░х?х╕?шг╜щАацен,?Сх▒м?Рц?,?йщ??Тх??Бх┤йхб?2017/6/20,1,0,
?Чц?ч╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/6/20,1,0,
щлШщ?х╕?шг╜щАацен,х╛ЕцЯе,х╛ЕцЯе,2017/6/22,1,0
?░чл╣ч╕?шг╜щАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/6/22,1,0,
?▓ц?ч╕??ЯщАацен,?Хх??Ящ?шинх?(?Цх?цй?,ц║║ц?,2017/6/22,1,0
щлШщ?х╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/6/22,1,0,,
?Йч╛йч╕??ЯщАацен,чз╗х?х╝Пш╡╖?Нц?,хвЬшР╜?Бц╗╛??2017/6/23,1,0,
щлШщ?х╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/6/23,1,0,
цбГх?х╕??╢ф??Нх?це?чз╗х?х╝Пш╡╖?Нц??нф?шинх?,хвЬшР╜?Бц╗╛??2017/6/23,1,0,,
цбГх?х╕??пцП┤?Нх?це??╢ф?,?йщ??Тх??Бх┤йхб?2017/6/24,1,0,,
цбГх?х╕?шг╜щАацен,?║х║зH???йщ??Тх??Бх┤йхб?2017/6/24,1,0,,
?░ф╕нх╕??ЯщАацен,?Сх▒м?Рц?,швлхИ║?БхЙ▓?БцУж??2017/6/24,1,0,
хоЬшШнч╕?шг╜щАацен,чблх?ц░??Зц?хо│чЙйчнЙф??ешз╕,2017/6/26,4,1,
?░чл╣ч╕?шг╜щАацен,ч╜йх?,?ЯщЫ╗,2017/6/26,1,0
?░ф╕нх╕?шг╜щАацен,чз╗х?цв?хвЬшР╜?Бц╗╛??2017/6/27,1,0,,
щлШщ?х╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/6/28,1,0,
х╜░х?ч╕??╣чЩ╝?КщЫ╢?оцен,?Ях╗║??хвЬшР╜?Бц╗╛??2017/6/28,1,0,,
?░х?х╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/6/29,1,0,,
?░х?х╕?шг╜щАацен,?бх?ч╜?хвЬшР╜?Бц╗╛??2017/6/30,1,0,,
цбГх?х╕?шг╜щАацен,хбСш?ц╡кцЭ┐,хвЬшР╜?Бц╗╛??2017/6/30,1,0,
щлШщ?х╕??Лш╝╕?КхАЙхД▓це??Щш????йщ?щгЫшР╜,2017/7/3,1,0,,
?░х?х╕?шг╜щАацен,?╜х?,швлхд╛?Бшвл??2017/7/3,1,0,
цбГх?х╕?шг╜щАацен,ш╝╕щАБх╕╢,швлхд╛?Бшвл??2017/7/4,1,0,
