ч╕????шбМцен??хкТф????╜хо│щбЮх?,?╝ч??ец?,цн???,,,
?░х?х╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/7/4,1,0,
щлШщ?х╕??╗х??Кч?ц░???Йцен,?Ях╗║???йщ?щгЫшР╜,2017/7/6,1,1,
цбГх?х╕?ф╕Нх??вцен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/7/7,1,0,
цбГх?х╕?шг╜щАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/7/8,1,0,
?Йч╛йч╕?ш╛▓уАБц??Бц??БчЙзце?ц░?ц║║ц?,2017/7/8,1,0,,
цбГх?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/7/10,1,0,
?░х?х╕??╣чЩ╝?КщЫ╢?оцен,?╢ф?(?║ц??Йч?),швлхд╛?Бшвл??2017/7/10,1,0,
?░х?х╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/7/11,1,0,
?░х?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/7/12,1,0,
?░чл╣ч╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/7/14,1,0,,
?░х?х╕??ЯщАацен,???ЯщЫ╗,2017/7/14,1,0,
?Чц?ч╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/7/14,1,0,
?░х?х╕?х░Ицен?Бч?хн╕х??АшбУц??Щцен,ш╝╕щ??╗ш╖пч╖??ЯщЫ╗,2017/7/15,1,0,
х╜░х?ч╕?шг╜щАацен,TY-209?Рх?цй?швлхд╛?Бшвл??2017/7/18,1,0,,
щлШщ?х╕??ЯщАацен,ш╝╕щ??╗ч?ш╖??ЯщЫ╗,2017/7/18,1,0,
х╜░х?ч╕??ЯщАацен,чз╗х?цв?хвЬшР╜?Бц╗╛??2017/7/18,1,0,,
?░х?х╕??ЯщАацен,?бш?,хвЬшР╜?Бц╗╛??2017/7/18,1,0,
х▒ПцЭ▒ч╕?ш╛▓уАБц??Бц??БчЙзце??╢ф?хкТф????Ощан??,?╢ф?,2017/7/19,1,0,
?░х?х╕?шг╜щАацен,?бх?ч╜?хвЬшР╜?Бц╗╛??2017/7/20,1,0,,
щлШщ?х╕??ЯщАацен,?Ях╗║??хвЬшР╜?Бц╗╛??2017/7/20,1,0,,
?░х?х╕??ЯщАацен,х╛ЕцЯе,х╛ЕцЯе,2017/7/20,1,0
х╜░х?ч╕?шг╜щАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/7/21,1,0,
?▓ц?ч╕??ЯщАацен,?╗х╝з?ФцОе,?ЯщЫ╗,2017/7/22,1,0
?░х?х╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/7/22,1,0,,
?░х?х╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/7/23,1,0,,
?Йч╛йч╕??╗х??Кч?ц░???Йцен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/7/24,1,0,
ф╕нч?,?ЯщАацен,?╗х?шинх?,?йщ??Тх??Бх┤йхб?2017/7/25,1,0
щлШщ?х╕??╣чЩ╝?КщЫ╢?оцен,ц╡кцЭ┐,хвЬшР╜?Бц╗╛??2017/7/27,1,0,
?░х?х╕??мхЕ▒шбМцФ┐?Кх??▓я?х╝╖хИ╢?зчд╛?Гх???цйЯш?,?мш╖пф║дщАЪф???2017/7/29,1,0,,
?░х?х╕??пцП┤?Нх?це?ф╕НшГ╜?Жщ?,хвЬшР╜?Бц╗╛??2017/7/30,1,0,,
?░ф╕нх╕??ЯщАацен,?Ицвп,хвЬшР╜?Бц╗╛??2017/7/31,1,0,
?Йч╛йч╕??Лш╝╕?КхАЙхД▓це?ш╝╕щ??╗ч?ш╖??ЯщЫ╗,2017/7/31,1,0,,
цбГх?х╕?шг╜щАацен,?╢ф?(?Зщ?х╣│хП░),швлхд╛?Бшвл??2017/8/1,1,0,
?║щ?х╕?ш╛▓уАБц??Бц??БчЙзце??╢ф?шинх?,?ЯщЫ╗,2017/8/3,1,0,
щлШщ?х╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/8/3,1,0,
?░х?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/8/3,1,0,
?░х?х╕?шг╜щАацен,?╢ф?хкТф????ЯщЫ╗,2017/8/4,1,0,
х╜░х?ч╕??ЯщАацен,?Сх▒м?Рц?,?йщ?щгЫшР╜,2017/8/7,1,0
?Йч╛йх╕?ф╕Нх??вцен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/8/7,1,0,
?░чл╣х╕?х░Ицен?Бч?хн╕х??АшбУц??Щцен,?ЦцЭ┐ш╗??мш╖пф║дщАЪф???2017/8/7,0,4,,
?░чл╣ч╕??╣чЩ╝?КщЫ╢?оцен,?╗ч?цб??мш╖пф║дщАЪф???2017/8/7,1,0,,
?░чл╣х╕?шг╜щАацен,?Ях?цй?щжмщ?),?ЯщЫ╗,2017/8/7,1,0
?Йч╛йч╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/8/7,1,0,,
цбГх?х╕?шг╜щАацен,?╢ф?,швлхд╛?Бшвл??2017/8/8,1,0,
щлШщ?х╕??ЯщАацен,?╢ф?хкТф????йщ?щгЫшР╜,2017/8/10,1,0,
х╜░х?ч╕?шг╜щАацен,ш╝╕щ??╗ч?ш╖??ЯщЫ╗,2017/8/10,1,0,
?░ф╕нх╕??ЯщАацен,?╢ф?(?▓ц?цй?,хвЬшР╜?Бц╗╛??2017/8/11,1,0,
?Йч╛йч╕?шг╜щАацен,?Сх▒м?Рц?,?йщ??Тх??Бх┤йхб?2017/8/12,1,0,
?▓ц?ч╕??мхЕ▒шбМцФ┐?Кх??▓я?х╝╖хИ╢?зчд╛?Гх???ц▒╜ш??БхЕм?▒ц▒╜ш╗??мш╖пф║дщАЪф???2017/8/15,1,2,,,
цбГх?х╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/8/18,1,0,,
цбГх?х╕??ЯщАацен,?Ях╗║???йщ?щгЫшР╜,2017/8/19,1,0,
?░х?х╕?шг╜щАацен,PVCхбСш?ч▓Тх?хдкчй║???йщ??Тх??Бх┤йхб?2017/8/19,1,0,,
?░х?х╕??ЯщАацен,?╢ф?,?йщ?щгЫшР╜,2017/8/21,1,0
?░ф╕нх╕??ЯщАацен,?Ях╗║??хвЬшР╜?Бц╗╛??2017/8/23,1,0,,
?░х?х╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/8/23,1,0,,
цбГх?х╕??пцП┤?Нх?це??╢ф?,швлц?,2017/8/23,1,0,
?░х?х╕?х░Ицен?Бч?хн╕х??АшбУц??Щцен,ш╝╕щ??╗ч?ш╖??ЯщЫ╗,2017/8/24,1,0,
?░х?х╕??ЯщАацен,?Ях╗║??хвЬшР╜?Бц╗╛??2017/8/25,1,0,,
?░ф╕нх╕?ш╛▓уАБц??Бц??БчЙзце?цвпх?,хвЬшР╜?Бц╗╛??2017/8/25,1,0,,
?░х?х╕??ЯщАацен,цвпх?,хвЬшР╜?Бц╗╛??2017/8/25,1,0,
щлШщ?х╕??Лш╝╕?КхАЙхД▓це??Сх▒м?Рц?,?йщ?щгЫшР╜,2017/8/25,1,0,
хоЬшШнч╕??ЯщАацен,?Ях╗║???йщ?щгЫшР╜,2017/8/29,1,0,
?░ф╕нх╕?шг╜щАацен,?╢ф?,?ЯщЫ╗,2017/8/29,1,0
?░чл╣ч╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/8/29,1,0,,
?░х?х╕?шг╜щАацен,ш╝╕щ??╗ш╖пч╖??ЯщЫ╗,2017/8/30,1,0,
цбГх?х╕?х░Ицен?Бч?хн╕х??АшбУц??Щцен,?╢ф?шинх?,хвЬшР╜?Бц╗╛??2017/9/3,1,0,
щлШщ?х╕?шг╜щАацен,?бх?ч╜?хвЬшР╜?Бц╗╛??2017/9/5,1,0,,
цбГх?х╕?шг╜щАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/9/5,1,0,
щлШщ?х╕??╣чЩ╝?КщЫ╢?оцен,чз╗х?х╝Пх╖еф╜ЬхП░,хвЬшР╜?Бц╗╛??2017/9/6,1,0,
?░ф╕нх╕?х░Ицен?Бч?хн╕х??АшбУц??Щцен,ш╝╕щ??╗ч?ш╖?хвЬшР╜?Бц╗╛??2017/9/6,1,0,,
?░х?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/9/6,1,0,
?Чц?ч╕??╢ф??Нх?це?ш╝╕щ??╗ч?ш╖??ЯщЫ╗,2017/9/7,1,0,,
?░х?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/9/7,1,0,
?░х?х╕?шг╜щАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/9/8,1,0,
?░х?х╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/9/9,1,0,,
?▒шУоч╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/9/10,1,0,
хоЬшШнч╕??ЯщАацен,?Яч??Бх▓й???йщ??Тх??Бх┤йхб?2017/9/11,1,0,,
?░х?х╕??╣чЩ╝?КщЫ╢?оцен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/9/14,1,0,
х╜░х?ч╕??ЯщАацен,?Ях╗║??хвЬшР╜?Бц╗╛??2017/9/15,1,0,,
?Чц?ч╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/9/16,1,0,
?░х?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/9/18,1,0,
щлШщ?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/9/21,1,0,
?░чл╣ч╕?шг╜щАацен,цйЯхЩи,швлхд╛?Бшвл??2017/9/22,1,0,
?Чц?ч╕?шг╜щАацен,?╗ч?цй??ЯщЫ╗,2017/9/22,1,0,
?░х?х╕??╣чЩ╝?КщЫ╢?оцен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/9/22,1,0,
х▒ПцЭ▒ч╕??ЯщАацен,?бх?ф╗ЛчЙй,?бц?цн╕щ???2017/9/23,1,0,
?░х?х╕??Лш╝╕?КхАЙхД▓це?ш▓иш?,?йщ??Тх??Бх┤йхб?2017/9/23,1,0,,
?░чл╣ч╕??ЯщАацен,?пц???хвЬшР╜?Бц╗╛??2017/9/26,1,0,,
цбГх?х╕?ф╕Нх??вцен,?Ях╗║???йщ??Тх??Бх┤йхб?2017/9/28,1,2,,
?░х?х╕??Лш╝╕?КхАЙхД▓це??Жщ?цй?хвЬшР╜?Бц╗╛??2017/9/28,1,0,,,
?░ф╕нх╕??╣чЩ╝?КщЫ╢?оцен,?╢ф?,швлхд╛?Бшвл??2017/9/28,1,0,
?░х?х╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/9/29,1,0,,
?Чц?ч╕?шг╜щАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/10/2,1,0,
цбГх?х╕??ЯщАацен,?╢ф?,?ЯщЫ╗,2017/10/5,1,0
?░чл╣ч╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/10/6,1,0,,
?░х?х╕??ЯщАацен,щлШчй║х╖еф?ш╗?хвЬшР╜?Бц╗╛??2017/10/7,1,0,,
?░х?х╕?х░Ицен?Бч?хн╕х??АшбУц??Щцен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/10/10,1,0,
?░х?х╕?шг╜щАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/10/11,1,0,
?▓ц?ч╕?шг╜щАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/10/12,1,0,
?░х?х╕?шг╜щАацен,?╢ф?,швлхд╛?Бшвл??2017/10/12,1,0,
?░ф╕нх╕??ЯщАацен,цибцЭ┐,?йщ?щгЫшР╜,2017/10/12,1,2
?░х?х╕?шг╜щАацен,х╗вц░┤хдзцб╢,ц║║ц?,2017/10/14,2,0
?░х?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/10/15,1,0,
?░х?х╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/10/17,1,0,
?░ф╕нх╕??╣чЩ╝?КщЫ╢?оцен,?Кч?,хвЬшР╜?Бц╗╛??2017/10/17,1,0,
х╜░х?ч╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/10/19,1,0,
?░чл╣ч╕?шг╜щАацен,???ЯщЫ╗,2017/10/21,1,0,
?░х?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/10/22,1,0,
?░чл╣х╕??иц░┤ф╛Ыц??Кц??УцХ┤ц▓╗цен,ц▒╜ш?,?мш╖пф║дщАЪф???2017/10/23,1,0,
?▒шУоч╕??мхЕ▒шбМцФ┐?Кх??▓я?х╝╖хИ╢?зчд╛?Гх????╣ц??░х?,хвЬшР╜?Бц╗╛??2017/10/25,1,0,,
?░ф╕нх╕?шг╜щАацен,хгУх?чо??йщ?щгЫшР╜,2017/10/26,1,1,
?░х?х╕??ЯщАацен,?Ях╗║??хвЬшР╜?Бц╗╛??2017/10/28,1,0,,
?░чл╣ч╕??ЯщАацен,?╝ч??╗хЙк,?ЯщЫ╗,2017/11/1,1,0
?░х?х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/11/4,1,0,
?░х?х╕?шг╜щАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/11/4,1,0,
щлШщ?х╕??ЯщАацен,?╜х╖е?╢щ????,хвЬшР╜?Бц╗╛??2017/11/7,1,0,
?▓ц?ч╕??╣чЩ╝?КщЫ╢?оцен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/11/7,1,0,
цбГх?х╕?шг╜щАацен,цибхЕ╖,?йщ??Тх??Бх┤йхб?2017/11/8,1,0,
цбГх?х╕??мхЕ▒шбМцФ┐?Кх??▓я?х╝╖хИ╢?зчд╛?Гх???ц╖╖х??Ящ??Мш?,?мш╖пф║дщАЪф???2017/11/8,1,0,,
?░х?х╕??ЯщАацен,?ЛхПг?их?,ц║║ц?,2017/11/8,1,0
?░х?х╕?шг╜щАацен,?╢ф?,?ЯщЫ╗,2017/11/8,1,0
х╜░х?ч╕??╢ф??Нх?це??╗х╝з?ФцОе,?ЖчВ╕,2017/11/10,1,0,
?░х?х╕??ЯщАацен,?╢ф?шинх?я╝ИщЫ╗??,?ЯщЫ╗,2017/11/11,1,0
?░чл╣ч╕??ЯщАацен,?бш?,хвЬшР╜?Бц╗╛??2017/11/13,1,0,
?░х?х╕??ЯщАацен,циУцвп,хвЬшР╜?Бц╗╛??2017/11/14,1,0,
?░чл╣х╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/11/15,1,0,
?░х?х╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/11/15,1,0,,
щлШщ?х╕?ш╛▓уАБц??Бц??БчЙзце??Уч??Ущ?,?ЖчВ╕,2017/11/17,0,4,
?░ф╕нх╕?шг╜щАацен,?╢ф?(?Цц?цй?,хвЬшР╜?Бц╗╛??2017/11/22,1,0,
х▒ПцЭ▒ч╕??╣чЩ╝?КщЫ╢?оцен,?бш?,швлц?,2017/11/23,1,0
?░х?х╕??ЯщАацен,?Ях╗║??хвЬшР╜?Бц╗╛??2017/11/23,1,0,,
цбГх?х╕?шг╜щАацен,?╢ф?,швлхд╛?Бшвл??2017/11/27,1,0,
?Чц?ч╕??ЯщАацен,ш▓иш?,швлц?,2017/11/29,1,0
?░ф╕нх╕??╣чЩ╝?КщЫ╢?оцен,?ЛхПг??хвЬшР╜?Бц╗╛??2017/12/2,1,0,,
?░х?х╕??ЯщАацен,?Ицвп,хвЬшР╜?Бц╗╛??2017/12/3,1,0,
щлШщ?х╕??Лш╝╕?КхАЙхД▓це??╛хН╕ш╗?шбЭц?,2017/12/6,1,0,,
?░х?х╕?шг╜щАацен,х╛ЕцЯе,х╛ЕцЯе,2017/12/6,1,0
?░х?х╕??ЯщАацен,?▓цЭ┐,?йщ?щгЫшР╜,2017/12/7,1,0
?░ф╕нх╕??ЯщАацен,?ЛхПг?их?,хвЬшР╜?Бц╗╛??2017/12/8,1,0,
?░х?х╕?ш╛▓уАБц??Бц??БчЙзце?ц░?ц║║ц?,2017/12/8,1,2,,
?░х?х╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/12/9,1,0,,
х╜░х?ч╕??ЯщАацен,?ЛхПг,хвЬшР╜?Бц╗╛??2017/12/11,1,0,
?░ф╕нх╕??ЯщАацен,ш╗Кш?,?мш╖пф║дщАЪф???2017/12/11,1,1,
?▓ц?ч╕?шг╜щАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/12/12,1,0,
?░ф╕нх╕??ЯщАацен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/12/13,1,0,,
?░х?х╕??ЯщАацен,х╖еф???хвЬшР╜?Бц╗╛??2017/12/14,1,0,,
х▒ПцЭ▒ч╕??ЯщАацен,цвпх?чн?хвЬшР╜?Бц╗╛??2017/12/19,1,0,,
?░ф╕нх╕??ЯщАацен,?Ях╗║??хвЬшР╜?Бц╗╛??2017/12/21,1,0,,
?░х?х╕?ф╕Нх??вцен,?╜х╖е??хвЬшР╜?Бц╗╛??2017/12/23,1,0,,
?░х?х╕????Жщ?цй?хвЬшР╜?Бц╗╛??2017/12/24,1,0,,,
цбГх?х╕??ЯщАацен,х╖еф???хвЬшР╜?Бц╗╛??2017/12/25,1,0,,
?░х?х╕??╣чЩ╝?КщЫ╢?оцен,х╖▓х?шгЭш▓и???йщ??Тх??Бх┤йхб?2017/12/25,1,0,,
х▒ПцЭ▒ч╕?шг╜щАацен,ш╗Кш?,швлц?,2017/12/26,1,0
?░х?х╕??ЯщАацен,?Ицвп,хвЬшР╜?Бц╗╛??2017/12/26,1,0,
?░х?х╕??ЯщАацен,х▒Лщ??Бх??╢уАБц?,хвЬшР╜?Бц╗╛??2017/12/26,1,0,
хоЬшШнч╕??ЯщАацен,циУцЭ┐,хвЬшР╜?Бц╗╛??2017/12/27,1,0,
?▒шУоч╕?шг╜щАацен,?║х?х╝Пш╡╖?Нц?,хвЬшР╜?Бц╗╛??2017/12/28,1,0,
?░ф╕нх╕??ЯщАацен,х╖еф?х╣│хП░?Бш???хвЬшР╜?Бц╗╛??2017/12/29,1,0,,
